4	4	As David Catrow tells us in his introduction, "...For me, the Constitution is a kind of how-to book, showing us ways to have happiness, safety, and comfort...", and he uses his immeasurable talents as an artist and cartoonist to teach an inspirational and unforgettable lesson that is sure to open interesting discussions at home and school. Following a glossary of what the actual words in the Preamble of the Constitution mean, (e.g. "IN ORDER TO FORM A MORE PERFECT UNION: To come together and make things better for everyone who lives in our country. INSURE DOMESTIC TRANQUILITY: To make sure we can all have a nice life and get along with one another. TO OURSELVES AND OUR POSTERITY: For kids, parents, other grown-ups, and all the people born in our country after we are."), Mr Catrow details the meaning of these important ideals, phrase by phrase, using his marvelously bold and busy cartoon illustrations. Each two page spread is a clever feast for the eyes, rich in engaging details, manic energy, and droll humor. Perfect for youngsters 8-12, We The Kids is a witty and memorable treasure, and one of the real winners of 2002 that shouldn't be missed
4	4	If you don't know much about ancient Greek history or culture, this is the best short book I know of. On every page, in every sentence, the author gets straight to the point, with no fancy obfuscations, assuming no prior knowledge. I've never seen a better organized history of ancient Greece. Besides that, I strongly approve of the map selection and the timelines. He gives just enough depth to be a solid introduction--just a little bit more than "what you're supposed to know." Some teachers I know prefer a book titled "Ancient Greece" written by a team of authors led by Sarah Pomeroy. It has just a bit more depth than this book, but it isn't nearly as well written. It seems that they wanted it to be easily comprehensible, but I'm not sure they succeeded. It does have the advantage of a little more depth, but if you're reading for pleasure, I recommend this one rather than that one. It is, though, only an introduction; that's the obvious downside of being short. You might want more information about the culture: more excerpts from the poets, the thoughts of the philosophers described in more detail, more plates (or plates in color) about the art. Actually the book is amply illustrated in black and white. But of course a book dedicated to Greek culture would have better information on any of these aspects, and that would be a book worth reading. This one serves only as an introduction. I strongly recommend reading the Norton Critical Editions of the Iliad and Odyssey, Hesiod, a couple famous tragedies (in my opinion, Euripides' Medea is the one to read first), and a few of Plato's more famous dialogues. THAT is an introduction; but if that's the kind of thing you intend to do, this book will be a great place to start. On the historical/political/social matters, this book is again a great introduction, but only an introduction. If you want more detailed information, especially a look at the reasons historians believe such and such happened, I very strongly recommend John V. A. Fine's "The Ancient Greeks," one of the very best history books I've ever read. Of course it's a lot longer, but it's worth it. Once again, if you're reading for pleasure, I recommend this one first, and then Fine's book, which is a bit harder to follow. If you want to read about Greek religion, I would once again start here; but then you should read the classic, Walter Burkert's book, and follow it up with Jan Bremmer's book, both titled "Greek Religion." Of course, why not a little cheerleading for learning about ancient Greece? Since the Renaissance and even more since the Victorian era, anyone in the West who would call themselves educated has had to have basic knowledge of ancient Greece. They were certainly very influential on Western culture, and via Bactria even had some considerable influence on East Asia. I've found that Greek history somehow arouses more curiousity in students than modern European or American history. I think it's because of the nature of the ancient Greeks themselves, because they reflected on human nature via their own history, so as we study ancient Greece, we get to reflect on the nature of power, why governments take forms such as aristocracies or democracies or monarchies, why wars are won or lost, why empires rise and fall, how much blood and misery flow through history, and so on. Students don't merely have to memorize lists of events and prepared ideas, but they get to reflect about life, why the world is the way it is, for themselves. And that is what most people, young or old, are all about.
0	0	Tim LaHaye, Jerry Jenkins, and others in the Pre-Trib circle, such as Ed Hindson, Tommy Ice, Chuck Missler, etc., continue to put forth the same deceptions that Hal Lindsey popularized decades ago. The notion of a pre-tribulation rapture is foreign to scripture, it is foreign to the teachings of the early Church, and it is grooming the Church for destruction through ignorance and lack of preparation for what is really coming. These men are novices and not prophecy "experts" or "scholars" by any stretch of the imagination; they are those who tickle the ears of gullible Christians. Why continue to be deceived? Tim Cohen, in his excellent book, "The AntiChrist and a Cup of Tea," provides biblically sound and testable evidence to show that the coming AntiChrist is known NOW. Not only that, the same author (Tim Cohen) has now put out the strongest presentation on the whole issue of the rapture EVER offered to the saints of God in Christ: "The REAL Rapture". If you really want to know the truth about the timing of the coming rapture, then you need to hear Tim Cohen's "The REAL Rapture" (based on a volume in his forthcoming "Messiah, History, and the Tribulation Period" series (see Prophecy House's web site, prophecyhouse dot com, for details on these items)
4	4	Denise Swanson does it again. She's created a character that is realistic and fun. This is a series that I don't want to end, I can't wait for the next book
4	4	This book is excellent for anyone who is tracking their food intake, whether you're on a diet to loose weight or a special diet for health reasons. This book tells you everything you need to know about individual foods/entrees whether you buy from a grocery store or are eating out! Surprising details that help you make informed decisions about what you eat
4	4	I found &quot;Leadership presence&quot; to be very inspiring not only for leaders and managers but for every human being engaged in the business of life! As a teacher, mother and grand-mother, I am using some of the skills offered in the book with my students and family and finding them more than useful: profound. This book is not just another &quot;how to&quot; book, it comes from deeper waters of presence and compassion. Plus it is fun to read, full of great stories. A gem
0	0	The story-line is OK, even though some unlikely coincidences occur. BUT, the writing is very amateurish and full of grammatical, punctuation, and syntax errors (among others). It was like slogging through quicksand to read it. The book must have been self-published because no editor would have let it go out with all the errors. A very good editor could make this an OK book, though not nearly the quality of Susan Kay's. Don't buy it unless you are a Phantom of the Opera collector and just must have everything published
3	3	A lot of character exploration in this collection. A lot of the X-Men being the young people they are have started to couple up. There are also some breaks with Colossus and Nightcrawler having problems after Colossus has come out. The major storyling is the Phoenix. Is Jean Grey the Phoenix? I can't say without spoiling it, but it does not follow the path of the traditional Marvel Universe. Overall it was a good story, the artwork is a but uneven at times, but it works for the most part
0	0	When I read stuff on the back of this novel like, "preposterously brilliant", "a classic comic novel", and "Amis was a genuine comic writer, perhaps the best", I immediately snatched this book up and started rummaging through the sentences, paragraphs, and chapters with heightened interest. The book was interesting enough for me to buy it from Borders bookstore 30 minutes after reading a bit. Even though I didn't laugh, I believed I just had to read it from beginning to end. So I took this book home expecting something hilarious; the result: a genuine cure for insomnia. I don't care for all these praises of "masterpiece" or "this book explores the complexities of human condition and human relations". I want an interesting read; I'm not calling for an action-packed Ian Fleming, James Bond novel, I'm asking for something engrossing. I didn't get what I asked for. The visually descriptive details in this novel are thoroughly lacking. Amis doesn't bother to write about the setting, the atmosphere, the people (except for Bertrand, Christine, and Margaret to some degree); as a result I have no idea what Welch, Dixon, Beesley, etc. look like. They all could be wearing bedsheets all the time for all I know. All in all, this novel is not recommended: it lacks physical detail and humor. P.S. If you search all the previous good recommendations you'll see the high reviews were simply given by "a reader"; probably the same dude
3	3	Sosa and Kim's text is a guide through the most influential and provocative articles in philosophical epistemology. Provides a good background for issues regarding knowledge and skepticism, and includes classic essays as well as contemporary journal articles. Perfect for an introductory graduate level epistemology course
4	4	&quot;'Introduction to Fall Protection' by J. Nigel Ellis, is a masterpiece in the art and practices for fall protection. Excellent resource packed with useful information. The great value in this book is that it simplifies an otherwise tough subject! It will, no doubt, save many lives. How much more worth could you get than that?&quot
4	4	Recently, my wife and I went on holiday to the Bordeaux region to tour the vineyards. This book was extremely helpful in planning and executing the trip. As geography and 'terroir' are key to understanding wine, I know of no other book that gives a better overview of this mysterious and elegant beverage. It's a must buy for wine lovers
1	1	Warning spoilers... In the worst installment of a bad series, Fitzchivalry wont die. Perhaps the most interesting plot point of this whole contrived series is wasted entirely. Fitz, who died, and rose again has his potentially interesting ordeal descrobed in perhaps the most boring way possible. I supposed his dead body was infused with both wolf personality and human for a while (I guess souls mix when they are contained in a tiny brain), and of course the seizures. Seizures trouble Fitz for a while, as long as they are convenient to the plot, and then, of course, they totally vanish. While I found it really interesting that Fitz used to be dead, and the ramifications of that, we find that there are no ramifications whatsoever, except for a brief period of eliminate-the-wolf-behavior rehab. I mean, he was reanimated after a period of time, but that's no big deal I guess. Robin Hobb is such a good story teller, but she is horrible at plot. Except in the Liveship traders series, but she must have written that one entirely differently, because you can't tell that this is the same author. What she is good at is writing loveable characters, and slowly feeding you tidbits of knowledge about interesting things as the characters "learn" about them. In other words she can "feed the fire" of the story well to keep interest. But that doesn't mean she does it consistently, and this book is a great example of how even Hobb can utterly fail. Robin relys solely on you LOVING the characters (which I feel she herself does) and she allows that to distract you from reasonable pacing. This book starts out slow, then begins the ending phase of the master plot, and slowly slowly slowly panders through that and then ends in a rush. Not to mention the fact that she knows nothing about plausibility. This whole series is based on a character that is as loveable as your little brother, yet supposedly kills without compunction. You know, an assassin. This series asks people a simple question. How would you describe an assassin? Prior to reading this series you might say ruthless, cold, cruel, at best disaffected and callous. Crafty certainly. After reading this book, you would say, kind, affectionate, and loves dogs? Add to that loyal to himself first, good natured, well liked, and an advisor to royalty? So is Robin Hobb rethinking the role of an assassin? No, you can't do that. An assassin is an assassin. You can't change that FACT. No, she's creating a hero who was trained as an assassin, but who only functions as an assassin very very very few times at all, since that is a nasty business. As kind and good natured as Fitz is, he never once questions the morality of killing someone because he was told in the weighty manner such a question deserves. He never is actually put to any test. So, Robin creates a hero, calls him an assassin, and swings the plot around to have him doing everying imaginable EXCEPT functioning as a cold-hearted killer. He's a spy, a soldier, a telepathy partner, a wolf-buddy, and for some reason everyone just thinks he ought to be the hero. When everything comes together, everyone just says Fitz, be the hero. For no good reason at all (because you have telepathy does that make you the guy to go to?). [...] Perhaps Robin thought the weirdness of the ending scenes would add a sort of tension, and of course, they were being persued, and so I guess that added drama. But of course, the main threat, the "forged ones" were not really a threat anymore, but of course, you still have to resolve that issue, and was neatly done in the end. But I felt the whole story, the drama of the "forged ones" really wasn't so dramatic, and I just don't get what caused them to behave just like they did. On a fantasy scale, it was new, but not very interesting. Robin does much better with dragons in the Liveship traders, and these dragons are just stupid. And Verity-as-dragon is perhaps the dumbest of all. Over all a slow build up for an overall letdown. If I began Robin Hobb with this series, I would have never read her again. I am forcing myself to finish the Tawny man series now, because I WANT to like her stuff. But I don't know if I will EVER find enough time to finish that sleeper series. Overall, try Ship of Magic, unless you are already invested in this, and have to have closure
1	1	I bought this book thinking it would be a more specicfic musculoskeletal companion to Braddom's generalized PM&R textbook. Unfortunately the treatment paragraphs (most important section from my perspective) for each topic were very thin and nonspecific. They were woefully inadequate for an attending or physiatry resident. I sent the book back which unfortunately meant I didn't get to critique the DVD.
0	0	I think we all agree that we would like to be good and moral people and to raise children who are good and moral. I have some problems around Coles' ideas of how to achieve this. He disregards well-researched principles of infant psychology, e.g. that a parent cannot really &quot;spoil&quot; a newborn baby. Nowhere does he refer to the research of people like Bowlby, who have found an association between secure attachment between parent and infant, and psychological health of the child
4	4	Like it or not, we are all on a spiritual path, consciously or unconsciously! Our minds deem it "difficult", but in truth, we are spirits having a human experience, not humans having a spiritual experience. With this in mind, this author's book is a stellar, yet gentle, reminder to get out of our heads, and into our spiritual heritage. Much of what he writes makes me do just that: "Oh yes, I know that, thank you for reminding me yet once again!" So much of this book resounds deeply in my heart. We all need this gentle reminding, no matter what stage we think we've achieved on this journey. This book is written with light-hearted-ness that makes me smile, and pick up it up once again for pick-me-ups.Keener Jansse
1	1	The author made a huge mistake with this one. It is so basic, meaning a lack of pictures and good graphics to lower its cost, that it ends up driving no point home at all. This book is a complete waste of time. The only plus is that it is one of the only true general virology textbooks out there
4	4	i've been going to grouphug.us for years now, it's the best place to go when you need a little pick me up. i have learned that people are truely psycho. that fact alone makes me feel 10x better about the things i've done. when i found out that there was a book published, i had to go buy it right away. i am so glad that i did. this is one of the funniest things i have ever read. i have passed it around to many of my friends, they all agree that it is awesome. it was the best christmas present i have ever found. no matter what people are interested in, they all adore this book. i have three copies of this; one in my bedroom, one on my coffee table, and one in my bathroom. i suggest you buy this book if you want a good laugh or if you want to learn about the bizarre behavior of you neighbors
4	4	I find Chuck Norris's story amazing because no matter what anyone else said he worked towards and achieved his goals. An interesting concept of this is how he always shows respect and a smile on his face to everyone he meets, even people who scower at him. He does this because its a proven fact that if you fight someone's negative attitude with more negativity, nothing will get solved and most likely there will be arguments or maybe even fights. This is one of the many lessons you can learn out of this book, go buy it today. I knew I could learn something out of it and I have learned a lot. I'm glad I bought this book
0	0	I like readable prose. This is more like poetry with meaning that must be disciphered or intuited. I am disappointed and am sending the book back. I bought it on the basis of the first reviewer but it didn't impress me as much. I think it would be better to write rather than read more esoteric writing about writing. I would pass on this one
4	4	I am a huge fan of Laurie Colwin's writing, so I am baffled by the reviewers who didn't enjoy this book as much as I did. To me, her writing is sophisticated yet very comfortable. I can identify most with the main character in this particular book of hers as I also married a bit later in life and am trying to have a child despite being a little long in the tooth. The longings Jane Louise has for the domestic bliss that other people in her life seem to have so easily are all too familiar. This book will not hit you over the head with a message, and it does meander ... which is just like life for most of us. And I for one sometimes enjoy a book that doesn't leave me with a headache. Reading is so much like eating - balancing what's good for you with satisfying cravings for those things that aren't - and for me, Laurie Colwin's books are like hot tea with milk and sugar on a cold afternoon. Grown up, but sweet and comforting - they always hit the spot. And I still find myself in disbelief that there will be no more books by this great writer
4	4	I love this cookbook! The recipes are very authentic and the variety is excellent. I make a recipe from this book at least once a week, and I've had the book for a year. I recently bought a copy for my mother-in-law. I've had people tell me that my food tastes better than something from an Italian restaurant. The recipes do involve a lot of cooking, since most of them use fresh herbs and vegetables. But the quality makes it worth the time! Happy cooking
4	4	This is a book that you'll read over and over. You'll dog ear the pages and turn them yellow with highlighter. There is pure gold to be mined on every page. What makes this book so valuable is the science behind persuasion that Mr. Hogan explains in easy to understand language. You walk away with a real understanding of how to persuade and why it works. In fact, I found the chapter on the impact of non-verbal communication to be worth the whole price of the book and even more. After I read this book, I was surprised it wasn't priced in the $80 range like many of the other persuasion books. This book should be considered a primer for everyone who wants to seriously persuade. Get it, read it, use it, persuade, profit.
0	0	To all who have read this malarkey, and for those who intend to, I have a suggestion. First, read all the articles by Tim Callahan of Skeptic magazine. He is an authentic scholar who specializes in debunking revisionism and bigotry. Since he like Mr. Cahill is Irish the 3-5 star reviewers will not be able to condemn him for being anti-Irish. He makes certain, unlike Cahill that he has a mountain of proof-evidence to verify his thesis. I was so impressed with his methods that it truly surprised me that some people actually fell for this book. In fact he used every point that the 1-2 star reviewers mentioned, and more. I agree with him that the entire "Hinges Of History Series" largely lacks any in depth research. The first 3 chapters of this book is devoted to rehashing what most of us learned in grade school. The next 2 chapters are clearly the authors reinterpretations of the period. The rest of the book felt padded. What does Plato have to do with the title, or premise? Where are the footnotes and sources? That makes everything dubious at best. Also, Cahill did make Archie Bunker type remarks about other groups that have no place in our society, except in a very tasteless jokebook. Read Callahan first, or in place of this rusty fiction.
4	4	This book, of many that I have read, deals most concretely and clearly with the major texts of Judaism. I consider it a must-read for all who are interested in learning more about the often obscure texts and their authors
4	4	Sam Intrator has collected a diverse sampling of stories from teachers of all types. They inspire and inform and are enjoyable to read. I would strongly recommend this book for anyone who teaches, from preschool to graduate school
4	4	I am about to begin my first year teaching high school art, and this book has sparked more excitement for the career I have chosen than any other. I expect to return to it again and again when I need a pick-me-up during my upcoming "difficult first year" of teaching - it makes me feel LUCKY to be able to be in the field of education. Any teacher, novice or experienced, would find inspiration in this wonderfully easy to read and engaging book on meaningful teaching
4	4	Higly recommend to read with your toddler-absolutely wonderful illustrations! What a cute story!!!!
1	1	Finders Keepers, by Linnea Sinclair is another scifi/romance. It's an action/adventure story with plenty of romance, but set in a science fiction setting. Captain Elliot and her C-3PO-type droid, named Dezi, find a marooned and unconscious man on a desolate planet. But the rescued man, Rhis, isn't who he claims to be. And Captain Elliot soon finds herself in the middle of conspiracy and treachery. Elliot seems to trust Rhis even though he has lied to her, simply because she's attracted to him. The technical jargon is a bit much, as are Sinclair's made up words and language. This book might have been easier to read (and not as corny), if she had toned down the bizarre language with so many "z's" and "v's." On the other hand, her descriptives regarding appearances were seriously lacking. There was an alien species, but I have no idea what they looked like. And no one else, other than the two main characters, was described in any detail either. Besides my criticisms, there was a good story underneath, though the ending seemed a bit abrupt
4	4	Regardless of some of the negative reviews I found that this book contains some of the best advice you can get about internet marketing. Some have their opinions about his book about "how to get rich by telling other people how to get rich." Although that has some truth to it, there is so much more to it - if you think of how to apply it in your industry or niche! What some of these reviewers fail to understand is that this book gives you the strategies on how to market your particular business effectively through using the internet, NOT just "teaching people how to get rich." And the subtitle to this book accurately says it all, "making money online using e-mail" In my opinion that's what this book is about and is accurately communicated in the title. I highly recommend this book to anybody who wants to start an online business. Although you could get most of the material for free on the internet, it's much more convenient and saves you A LOT of time to have this book around.
0	0	This guide is written in French and is utterly useless to anyone who does not speak French
0	0	I found out that there isn't any difference with Adkins for Life from the first book. Disappointing, I tried both with a group of folks from work and we all have had the same results. However, I never support anything unless I have been convinced it truly does what it says and I found that with "the average joes diet." A friend told me about it and I was always considered the fat girl. No longer! and it's stayed off.
4	4	This is a basic book on Ayurveda, giving a great overview on its basic principles. Anyone intersted on this subject should read it, and it is very suitable for beginners.
1	1	I found this book impossible to use! The photos and illustrations were so detailed, with lines traveling everywhere, that I couldn't transfer what I saw on the page to what I saw on my hand. I was disappointed
3	3	I acutally read the entire book unlike almost all of the people who gave this book a bad rating. Ann Coulter is a Conservative genius. She pokes holes in the liberal agenda like no one else. She is intelligent, and makes very good arguements. The only reason this book got 4 stars instead of 5 is because the last chapter was a bit dull. This is some of her earlier writing, and therefore was not the best. She should have put this chapter closer to the beginning, so it wouldn't be the last thing the reader remembers. Other than the last chapter, this book is filled with great humor, while still being informative and making her arguements. She includes some publisher notes from her articles to show that the media does have a liberal bias (even though they say they don't)...this book should be on everyone's must read list!!
4	4	Yes, I have seen Seventh Seal many times, and it is, indeed, stark. The other night I watched the new Criterion DVD I was gifted with the lights out, the sound off and volumes one and two of Coil's 'Music to listen to in the dark' popped in the stereo. I mean, once one has once seen Seventh Seal, there is nothing to the plot. (I won't say that of the dialog because I don't speak Swedish.) It's like Oedipus Rex. This is a Swedish movie. Everyone in it looks Swedish. (Even death). Death is beyond anything from Bill and Ted, yet (without Seventh Seal) would we even have Bill and Ted? I just like to watch these Swedish people talk. Perhaps the longest scene in the movie is shot on a beach, the horizon at mid-screen, and the entire top of the screen contains a horse, stamping, moving about, never still for but a moment. It is imagery that takes your breath away. As an image it is more than I could ever hope for, incomprehensible and compelling. Add Max Van Sydow, and, well, whatever! It's not a movie that you should intend to understand. It's just beauty to watch and think about later. Maybe always
4	4	I've read this book a few times, and it never fails to amuse me with its intricately woven stories, wicked satire, and twisted plots. Perhaps it's not everyone's cup of tea (as other reviews have shown) but I loved the mix of 19th century convoluted plotting (a la Wilkie Collins or Palliser's own Quincunx) and send-ups of modern literary theory, in the form of a literary critic cum cult leader, and such luminaries as Jeffery Archer, seen here as an egotistical politician turned plagarist. I am not a fan of books as puzzles, but this is no postmodern deconstruction of fiction; it's just a funny take on a thematically linked short story collection
3	3	Jonathan Kellerman has been one of my favorite authors for years, particularly the Alex Delaware novels. This - non-Delaware novel - starts slow but delivers in the end. The only reason I didn't give it a 5 star rating is because of the slow beginning. I even put it down a time or two thinking I'd never get where he was going, but I'm glad I persisted. It turned out to be very well worth it. This is an old fashioned cerebral murder mystery with our hero and amateur sleuth the psychologist doctor lover of the first victim. Eh? Got the hairs standing up? He is befriended (in an odd circumscribed manner) by an older pathologist who invites him to dinner with friends one evening. As the murders continue our hero begins receiving obscure clues - and he's not sure who to ascribe them to. This is a well plotted, very satisfying read if you can make it through the - sorry - slow beginning. Kellerman reveals a whole new side to his writing abilities in this deeply thoughtful mystery. Loved it!
